# ----------------------------------------------------------------------------------------------------------------------------------------------
# Question 1
# For every year after 1995 print the difference between the money spent to create the movie and the revenue of the movie.
# ----------------------------------------------------------------------------------------------------------------------------------------------

+------+-----------------------------------------------------------------------------------+----------+
|Id    |Movie                                                                              |Return    |
|193756|Lone Survivor                                                                      |109295601 |
|140823|Saving Mr. Banks                                                                   |77544580  |
|49852 |The Nutcracker: The Untold Story                                                   |-73821041 |
|228331|A Perfect Man                                                                      |-4999612  |
|87516 |Oldboy                                                                             |-25138978 |
|114903|Aquí Entre Nos                                                                     |2755583   |
|109443|Anchorman 2: The Legend Continues                                                  |123649015 |
|110415|Snowpiercer                                                                        |47558912  |
|142487|La vida precoz y breve de Sabina Rivas                                             |-2225000  |
|82679 |Fun Size                                                                           |-2582638  |
|169881|The Physician                                                                      |25284237  |
|211233|Kaappari                                                                           |-1267731  |
|64807 |Grudge Match                                                                       |4907260   |
|17478 |Dhoom                                                                              |10500000  |
|227348|Paranormal Activity: The Marked Ones                                               |81362372  |
|191714|Dabba                                                                              |3235151   |
|245775|Yves Saint Laurent                                                                 |9026290   |
|204810|Hunting Elephants                                                                  |2200000   |
|153158|Metegol                                                                            |2000000   |
|127560|The Railway Man                                                                    |4309223   |
|118289|Diana                                                                              |6766271   |
|168530|Ride Along                                                                         |128997819 |
|137094|Jack Ryan: Shadow Recruit                                                          |-9450893  |
|157350|Divergent                                                                          |203747895 |
|102207|Sur la Piste du Marsupilami                                                        |-1400000  |
|79316 |Devil's Due                                                                        |29433975  |
|177047|Decoding Annie Parker                                                              |-1951610  |
|217993|Justice League: War                                                                |1655325   |
|185008|Yeh Jawaani Hai Deewani                                                            |38300000  |
|92834 |Vizontele Tuuba                                                                    |10954476  |
|126319|Ernest et Célestine                                                                |-4407494  |
|100241|I Frankenstein                                                                     |6154592   |
|157099|Better Living Through Chemistry                                                    |-4924857  |
|130150|Labor Day                                                                          |2275812   |
|157841|The Young and Prodigious T.S. Spivet                                               |-23505211 |
|152760|The Monuments Men                                                                  |84984035  |
|137106|The Lego Movie                                                                     |409160692 |
|97020 |RoboCop                                                                            |122688965 |
|144336|Sabotage                                                                           |-17491482 |
|157834|The Zero Theorem                                                                   |-7729294  |
|226857|Endless Love                                                                       |14077920  |
|137321|Winter's Tale                                                                      |-29199769 |
|157847|Joe                                                                                |-1634533  |
|20493 |Love Story 2050                                                                    |-15000000 |
|222899|About Last Night                                                                   |36502684  |
|120467|The Grand Budapest Hotel                                                           |144600318 |
|225565|That Awkward Moment                                                                |18049082  |
|157336|Interstellar                                                                       |510120017 |
|192102|3 Days to Kill                                                                     |24597999  |
|225574|Non-Stop                                                                           |172809600 |
|53182 |300: Rise of an Empire                                                             |227580051 |
|82703 |Mr. Peabody & Sherman                                                              |127912430 |
|97370 |Under the Skin                                                                     |-7919749  |
|136797|Need for Speed                                                                     |137277636 |
|242042|Barefoot                                                                           |-5984929  |
|177494|Veronica Mars                                                                      |-2514873  |
|209403|Bad Words                                                                          |-1700000  |
|235260|Son of God                                                                         |45800064  |
|192577|キャプテンハーロック                                                               |-12862698 |
|100402|Captain America: The Winter Soldier                                                |544766572 |
|86834 |Noah                                                                               |237637473 |
|155084|13 Sins                                                                            |-4986191  |
|188207|The Legend of Hercules                                                             |-8720548  |
|145220|Muppets Most Wanted                                                                |30383290  |
|190955|Blood Ties                                                                         |-23084528 |
|138222|Best Man Down                                                                      |-1498062  |
|193612|The Quiet Ones                                                                     |17634867  |
|200505|Draft Day                                                                          |3831145   |
|180299|The Raid 2: Berandal                                                               |-1872791  |
|102382|The Amazing Spider-Man 2                                                           |505717432 |
|157547|Oculus                                                                             |39030246  |
|249660|God's Not Dead                                                                     |12789000  |
|197796|La Belle et la Bête                                                                |16100000  |
|172385|Rio 2                                                                              |397188435 |
|157353|Transcendence                                                                      |3039258   |
|236751|Heaven is for Real                                                                 |89332962  |
|193610|The Other Woman                                                                    |156781193 |
|254473|Brick Mansions                                                                     |40896829  |
|210479|Locke                                                                              |2635300   |
|76649 |Pompeii                                                                            |-12168369 |
|195589|Neighbors                                                                          |250157400 |
|205601|Belle                                                                              |5605460   |
|152599|The Immigrant                                                                      |-10132314 |
|19703 |अ वेडनसडे                                                                          |2100000   |
|252680|Moms' Night Out                                                                    |5429707   |
|240832|Lucy                                                                               |86546825  |
|127585|X-Men: Days of Future Past                                                         |497862775 |
|124905|Godzilla                                                                           |369076069 |
|187596|Walk of Shame                                                                      |-14940791 |
|59981 |Legends of Oz: Dorothy's Return                                                    |-51337973 |
|212778|Chef                                                                               |34967935  |
|210947|Afflicted                                                                          |-196821   |
|232672|Blended                                                                            |83494610  |
|198277|Begin Again                                                                        |55464861  |
|102651|Maleficent                                                                         |578539785 |
|137113|Edge of Tomorrow                                                                   |192541256 |
|177677|Mission: Impossible - Rogue Nation                                                 |532330139 |
|198185|Million Dollar Arm                                                                 |13307627  |
|222935|The Fault in Our Stars                                                             |295166834 |
|209185|The Grand Seduction                                                                |-9269982  |
|175541|Black Nativity                                                                     |-10481811 |
|140870|Minuscule - La vallée des fourmis perdues                                          |10300000  |
|110428|Camille Claudel 1915                                                               |-3396594  |
|227700|Mindscape                                                                          |-3157373  |
|114574|Bikini Spring Break                                                                |0         |
|187017|22 Jump Street                                                                     |138441614 |
|244088|Il capitale umano                                                                  |-190670   |
|156022|The Equalizer                                                                      |137330738 |
|82702 |How to Train Your Dragon 2                                                         |464123048 |
|194662|Birdman                                                                            |85215094  |
|87368 |17 filles                                                                          |-3939852  |
|85350 |Boyhood                                                                            |40349000  |
|184098|Think Like a Man Too                                                               |46181428  |
|209451|Jersey Boys                                                                        |27347013  |
|91314 |Transformers: Age of Extinction                                                    |881405097 |
|218836|Planes: Fire & Rescue                                                              |101165787 |
|262340|Mrs. Brown's Boys D'Movie                                                          |17100000  |
|226486|Tammy                                                                              |80525432  |
|242224|The Babadook                                                                       |4676471   |
|267999|Fehér Isten                                                                        |-1917642  |
|244786|Whiplash                                                                           |9792000   |
|210577|Gone Girl                                                                          |308330363 |
|119450|Dawn of the Planet of the Apes                                                     |540644566 |
|123109|No One Lives                                                                       |-2825082  |
|253235|And So It Goes                                                                     |7312387   |
|225886|Sex Tape                                                                           |86069509  |
|238636|The Purge: Anarchy                                                                 |99782847  |
|118340|Guardians of the Galaxy                                                            |603328629 |
|242095|The Signal                                                                         |-3399104  |
|138103|The Expendables 3                                                                  |116172544 |
|184315|Hercules                                                                           |143400000 |
|157849|A Most Wanted Man                                                                  |16554855  |
|231576|Wish I Was Here                                                                    |-16701    |
|238603|Earth to Echo                                                                      |32300000  |
|243683|Step Up All In                                                                     |41165646  |
|244566|Life After Beth                                                                    |-2311727  |
|157845|The Rover                                                                          |-9954577  |
|229297|Magic in the Moonlight                                                             |34229361  |
|228194|The Hundred-Foot Journey                                                           |66880821  |
|76757 |Jupiter Ascending                                                                  |7987720   |
|98566 |Teenage Mutant Ninja Turtles                                                       |352200000 |
|227156|The Giver                                                                          |41980456  |
|193893|Let's Be Cops                                                                      |119621271 |
|211067|The Sacrament                                                                      |-3990779  |
|212769|Make Your Move                                                                     |107       |
|189   |Sin City: A Dame to Kill For                                                       |-25592384 |
|249164|If I Stay                                                                          |67874843  |
|221902|Deux jours une nuit                                                                |-139147   |
|282813|The Pyramid                                                                        |7365435   |
|209189|Life of Crime                                                                      |-11734548 |
|256274|As Above So Below                                                                  |35100000  |
|241848|The Guest                                                                          |-2632839  |
|204922|Before I Go to Sleep                                                               |-6552846  |
|199933|Atlas Shrugged Part III: Who is John Galt?                                         |-4153296  |
|216282|Into the Storm                                                                     |110602194 |
|192145|Third Person                                                                       |-26250799 |
|254191|Honeymoon                                                                          |-990682   |
|154400|The Drop                                                                           |6454534   |
|198663|The Maze Runner                                                                    |314319861 |
|136835|No Good Deed                                                                       |40630415  |
|244506|Camp X-Ray                                                                         |-940256   |
|169917|A Walk Among the Tombstones                                                        |25181600  |
|282296|My Old Lady                                                                        |2527232   |
|111479|CBGB                                                                               |-4959600  |
|264656|The Homesman                                                                       |-12557147 |
|254904|The November Man                                                                   |17556119  |
|170687|The Boxtrolls                                                                      |48255770  |
|149871|かぐや姫の物語                                                                     |-25113768 |
|239678|This Is Where I Leave You                                                          |21496320  |
|190859|American Sniper                                                                    |483507423 |
|246403|Tusk                                                                               |-973295   |
|250546|Annabelle                                                                          |248773813 |
|49017 |Dracula Untold                                                                     |145529201 |
|241254|The Prince                                                                         |248586800 |
|227707|The Adventurer: The Curse of the Midas Box                                         |-24993601 |
|206487|Predestination                                                                     |-2500000  |
|239571|The Best of Me                                                                     |9926213   |
|245891|John Wick                                                                          |68761661  |
|205587|The Judge                                                                          |33719388  |
|228150|Fury                                                                               |143817906 |
|266285|The Salvation                                                                      |31570000  |
|239563|St. Vincent                                                                        |41837234  |
|218778|Alexander and the Terrible Horrible No Good Very Bad Day                           |72654149  |
|218043|Left Behind                                                                        |3682924   |
|242512|Ouija                                                                              |98590271  |
|242582|Nightcrawler                                                                       |30197217  |
|177572|Big Hero 6                                                                         |487105443 |
|236735|La isla mínima                                                                     |1169755   |
|228326|The Book of Life                                                                   |47437106  |
|264660|Ex Machina                                                                         |21869414  |
|17108 |Gong fu guan lan                                                                   |12896728  |
|103686|Paradies: Liebe                                                                    |-3575733  |
|87492 |Foxcatcher                                                                         |-11903700 |
|199534|Wolf Creek 2                                                                       |1630444   |
|77951 |Walking With Dinosaurs                                                             |46546518  |
|96239 |Zombadings 1: Patayin sa Shokot si Remington                                       |699290    |
|203793|Сталинград                                                                         |38129518  |
|205596|The Imitation Game                                                                 |219555708 |
|171274|Inherent Vice                                                                      |-8889025  |
|131631|The Hunger Games: Mockingjay - Part 1                                              |627100229 |
|147441|Exodus: Gods and Kings                                                             |128031828 |
|100042|Dumb and Dumber To                                                                 |129837010 |
|80920 |Repentance                                                                         |-3810388  |
|266856|The Theory of Everything                                                           |108726688 |
|13646 |Aanrijding in Moscou                                                               |940000    |
|227735|Dolphin Tale 2                                                                     |16424533  |
|232679|When the Game Stands Tall                                                          |15127963  |
|192558|Aashiqui 2                                                                         |14700000  |
|140818|Gåten Ragnarok                                                                     |-2778655  |
|36683 |２０世紀少年< 第1章> 終わりの始まり                                                |11244858  |
|241771|Beyond the Lights                                                                  |7618727   |
|205775|In the Heart of the Sea                                                            |-6179242  |
|135397|Jurassic World                                                                     |1363528810|
|43212 |내 깡패 같은 애인                                                                  |3414668   |
|227159|Horrible Bosses 2                                                                  |65670357  |
|219343|ಲೂಸಿಯಾ                                                                             |91000     |
|270946|Penguins of Madagascar                                                             |241552094 |
|253331|Black or White                                                                     |12571189  |
|256917|The Water Diviner                                                                  |-6979977  |
|284293|Still Alice                                                                        |38884652  |
|116149|Paddington                                                                         |204207227 |
|294254|Maze Runner: The Scorch Trials                                                     |250256926 |
|246860|Clouds of Sils Maria                                                               |-4748483  |
|110402|Трудно быть богом                                                                  |-5689327  |
|245916|Kill the Messenger                                                                 |-2549154  |
|214086|The Face of Love                                                                   |-3649994  |
|122917|The Hobbit: The Battle of the Five Armies                                          |706019788 |
|273895|Selma                                                                              |46787908  |
|227306|Unbroken                                                                           |98442937  |
|15603 |Fat Pizza                                                                          |7488102   |
|172391|Khumba                                                                             |7187375   |
|252171|A Girl Walks Home Alone at Night                                                   |-605000   |
|265177|Mommy                                                                              |-1405930  |
|241239|A Most Violent Year                                                                |-7992930  |
|228970|Wild                                                                               |37501541  |
|87093 |Big Eyes                                                                           |18883511  |
|224141|Into the Woods                                                                     |162902372 |
|228967|The Interview                                                                      |-31657368 |
|207703|Kingsman: The Secret Service                                                       |333351546 |
|181533|Night at the Museum: Secret of the Tomb                                            |222424282 |
|51017 |Madea's Big Happy Family                                                           |28213633  |
|68737 |Seventh Son                                                                        |19178613  |
|64264 |Glyanets                                                                           |2184165   |
|15888 |Fishtales                                                                          |-13990784 |
|196867|Annie                                                                              |68821816  |
|297222|PK                                                                                 |107000000 |
|116977|Foodfight!                                                                         |-64926294 |
|244049|ദൃശ്യം                                                                             |11250000  |
|198184|Chappie                                                                            |55399548  |
|232175|Gimme Shelter                                                                      |-6140090  |
|260346|Taken 3                                                                            |277771424 |
|201088|Blackhat                                                                           |-52247060 |
|87101 |Terminator Genisys                                                                 |285603537 |
|288158|The Woman in Black 2: Angel of Death                                               |25501323  |
|208763|Viy                                                                                |8592118   |
|54518 |Justin Bieber: Never Say Never                                                     |85441954  |
|78383 |Nurse 3-D                                                                          |9999990   |
|121734|Las aventuras de Tadeo Jones                                                       |12500000  |
|209901|Nothing Left to Fear                                                               |-1324619  |
|270303|It Follows                                                                         |12674076  |
|160704|베를린                                                                             |39965210  |
|34128 |Peter and Vandy                                                                    |-488724   |
|34586 |Kandagar                                                                           |8172408   |
|254869|Torrente 5: Operación Eurovegas                                                    |2399926   |
|76341 |Mad Max: Fury Road                                                                 |228858340 |
|280092|Insidious: Chapter 3                                                               |94303851  |
|140607|Star Wars: The Force Awakens                                                       |1823223624|
|271969|Ben-Hur                                                                            |-5938689  |
|68735 |Warcraft                                                                           |273677183 |
|99861 |Avengers: Age of Ultron                                                            |1125403694|
|166426|Pirates of the Caribbean: Dead Men Tell No Tales                                   |564191988 |
|102899|Ant-Man                                                                            |389311965 |
|166424|Fantastic Four                                                                     |47977596  |
|293660|Deadpool                                                                           |725112979 |
|283995|Guardians of the Galaxy Vol. 2                                                     |663416141 |
|271110|Captain America: Civil War                                                         |903304495 |
|284052|Doctor Strange                                                                     |512718395 |
|246655|X-Men: Apocalypse                                                                  |365934787 |
|85870 |Cloclo                                                                             |1629934   |
|19183 |The Derby Stallion                                                                 |3250000   |
|284276|Cake                                                                               |-4639719  |
|164372|Снежная королева                                                                   |5400000   |
|284536|The Gambler                                                                        |14171130  |
|210860|Mortdecai                                                                          |-29581440 |
|216015|Fifty Shades of Grey                                                               |531006128 |
|272693|The DUFF                                                                           |35028634  |
|217708|Hross í oss                                                                        |1         |
|227719|Project Almanac                                                                    |20248241  |
|167073|Brooklyn                                                                           |51076141  |
|232572|A Walk in the Woods                                                                |27991087  |
|283235|99 Homes                                                                           |-6588073  |
|251321|Aloft                                                                              |-7946914  |
|308453|The Bronze                                                                         |-2884184  |
|308638|The D Train                                                                        |323793    |
|250124|The Diary of a Teenage Girl                                                        |-522998   |
|308639|Dope                                                                               |17286781  |
|230266|Miss Julie                                                                         |-500000   |
|72784 |The Loft                                                                           |-3923210  |
|167810|Lost River                                                                         |-1954569  |
|320316|Italiano medio                                                                     |2725080   |
|273248|The Hateful Eight                                                                  |111760117 |
|286565|Paper Towns                                                                        |73512300  |
|252838|The Wedding Ringer                                                                 |56799880  |
|241251|The Boy Next Door                                                                  |48425855  |
|201085|Crimson Peak                                                                       |19679822  |
|243938|Hot Tub Time Machine 2                                                             |-1685349  |
|256591|Focus                                                                              |103862963 |
|228165|The SpongeBob Movie: Sponge Out of Water                                           |237594032 |
|234212|Demonic                                                                            |387000    |
|268238|The Second Best Exotic Marigold Hotel                                              |75978266  |
|290764|Tracers                                                                            |-10406317 |
|309302|狼图腾                                                                             |85205624  |
|243940|The Lazarus Effect                                                                 |60810728  |
|239573|Unfinished Business                                                                |-20568747 |
|132759|ДухLess                                                                            |10418980  |
|191121|रान्झाना                                                                           |11600000  |
|241554|Run All Night                                                                      |21561644  |
|265712|STAND BY ME ドラえもん                                                             |48061158  |
|150689|Cinderella                                                                         |448514353 |
|243688|Poltergeist                                                                        |60437994  |
|266647|Pan                                                                                |-21611680 |
|252512|While We're Young                                                                  |-2412515  |
|271674|Suite Française                                                                    |-5895284  |
|262500|Insurgent                                                                          |185238201 |
|230179|Big Game                                                                           |-1000000  |
|39385 |La vérité si je mens !                                                             |25456000  |
|228161|Home                                                                               |233871007 |
|245703|Midnight Special                                                                   |-11787718 |
|266396|The Gunman                                                                         |-26355708 |
|255343|Escobar: Paradise Lost                                                             |-13241672 |
|168259|Furious 7                                                                          |1316249360|
|277685|Unfriended                                                                         |61882090  |
|181283|Child 44                                                                           |-46675670 |
|257091|Get Hard                                                                           |71811453  |
|35428 |О чём говорят мужчины                                                              |10055838  |
|290864|一個人的武林                                                                       |-24870885 |
|244539|Infinitely Polar Bear                                                              |-5269345  |
|304357|Woman in Gold                                                                      |50619773  |
|269148|Samba                                                                              |-19848470 |
|36696 |Белка и Стрелка. Звёздные собаки                                                   |-18500000 |
|158852|Tomorrowland                                                                       |19154322  |
|167221|Viva la libertà                                                                    |-4951875  |
|256961|Paul Blart: Mall Cop 2                                                             |69597242  |
|270654|Parts Per Billion                                                                  |14500000  |
|282631|명량                                                                               |102656811 |
|228205|The Longest Ride                                                                   |29013281  |
|293863|The Age of Adaline                                                                 |40663276  |
|256924|Danny Collins                                                                      |835752    |
|309304|Grandma                                                                            |6487452   |
|197583|50 to 1                                                                            |-8935546  |
|250349|Barbecue                                                                           |8348529   |
|254128|San Andreas                                                                        |360490832 |
|134126|회사원                                                                             |3839398   |
|249070|Hitman: Agent 47                                                                   |46967450  |
|160768|Jimmy P.                                                                           |-9969717  |
|275601|Ricki and the Flash                                                                |23325328  |
|332835|Piku                                                                               |16659216  |
|254470|Pitch Perfect 2                                                                    |258506194 |
|258480|Carol                                                                              |28472135  |
|245846|Strangerland                                                                       |-9982528  |
|254320|The Lobster                                                                        |11656193  |
|287424|Maggie                                                                             |-3812888  |
|268920|Hot Pursuit                                                                        |16680201  |
|171424|The Green Inferno                                                                  |1833445   |
|64483 |Voditel dlya Very                                                                  |-1288163  |
|41703 |Плюс один                                                                          |591248    |
|286217|The Martian                                                                        |522161890 |
|323517|बदलापुर                                                                            |7780000   |
|310593|Youth                                                                              |-11360000 |
|21297 |Wake Up Sid                                                                        |8000000   |
|20968 |Sarkar                                                                             |4000000   |
|238713|Spy                                                                                |170666219 |
|271718|Trainwreck                                                                         |105795793 |
|222936|Aloha                                                                              |-10749980 |
|161545|Tutto tutto niente niente                                                          |3347850   |
|244783|Song One                                                                           |-5967749  |
|300168|天將雄師                                                                           |56545703  |
|74458 |Mere Brother Ki Dulhan                                                             |12540000  |
|188222|Entourage                                                                          |19263404  |
|286521|5 Flights Up                                                                       |-4979079  |
|150540|Inside Out                                                                         |682611174 |
|58333 |Tanu Weds Manu                                                                     |-148000   |
|131634|The Hunger Games: Mockingjay - Part 2                                              |493428261 |
|272878|Max                                                                                |23967255  |
|257344|Pixels                                                                             |155637091 |
|262504|Allegiant                                                                          |69246868  |
|259316|Fantastic Beasts and Where to Find Them                                            |629342332 |
|215776|Madras Cafe                                                                        |1100000   |
|328111|The Secret Life of Pets                                                            |800457937 |
|111237|Белый тигр                                                                         |-3800000  |
|337876|Gabbar Is Back                                                                     |30000000  |
|256962|Little Boy                                                                         |-13514039 |
|238615|Self/less                                                                          |4523226   |
|302156|Criminal                                                                           |-16791304 |
|274854|The Last Witch Hunter                                                              |56936910  |
|287903|Krampus                                                                            |46548707  |
|297761|Suicide Squad                                                                      |570600054 |
|19620 |Bluffmaster!                                                                       |5309930   |
|47933 |Independence Day: Resurgence                                                       |224681935 |
|188927|Star Trek Beyond                                                                   |158471816 |
|139357|Pizza                                                                              |2560000   |
|79464 |Rockstar                                                                           |8740000   |
|43083 |Zohi Sdom                                                                          |3105000   |
|20688 |Kaminey                                                                            |9130000   |
|15761 |Company                                                                            |4500000   |
|117319|விஸ்வரூபம்                                                                         |34000000  |
|20742 |Shootout at Lokhandwala                                                            |1000000   |
|131940|Josh                                                                               |8100000   |
|44977 |धूम ३                                                                              |71500000  |
|14194 |Dhoom 2                                                                            |35396427  |
|214756|Ted 2                                                                              |149022588 |
|211672|Minions                                                                            |1082730962|
|105864|The Good Dinosaur                                                                  |156926147 |
|261023|Black Mass                                                                         |45837872  |
|206647|Spectre                                                                            |635674609 |
|321697|Steve Jobs                                                                         |4441873   |
|225728|Macbeth                                                                            |-2398294  |
|296099|Vacation                                                                           |73384188  |
|254905|Manglehorn                                                                         |-3856899  |
|21905 |Shabd                                                                              |600000    |
|209112|Batman v Superman: Dawn of Justice                                                 |623260194 |
|272435|Gemma Bovery                                                                       |-9545299  |
|24686 |Lyubov V Bolshom Gorode                                                            |5612193   |
|264999|Magic Mike XXL                                                                     |107713057 |
|278927|The Jungle Book                                                                    |791550600 |
|303857|ドラゴンボールZ 復活の「F」                                                        |56768190  |
|316654|बॉम्बे वेलवेट                                                                      |-16500000 |
|203801|The Man from U.N.C.L.E.                                                            |33145109  |
|286372|Treehouse                                                                          |0         |
|285783|The Walk                                                                           |26181942  |
